 * Running on http://0.0.0.0:9191/ (Press CTRL+C to quit)
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/results/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992309800 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/parameters/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992309801 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/stats/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992309802 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/plays/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992309803 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/results/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992309804 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/parameters/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992309805 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/plays/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992309807 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/stats/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992309806 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/parameters/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992309809 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/results/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992309808 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/plays/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992309811 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:55] "GET /reports/ajax/stats/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992309810 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /reports/ajax/results/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992309812 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /reports/ajax/parameters/7bb66b0e-8c46-47a0-9ab0-832c1aa0720d.txt?_=1538992309813 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /reports/ajax/stats/7bb66b0e-8c46-47a0-9ab0-832c1aa0720d.txt?_=1538992309814 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /reports/ajax/plays/7bb66b0e-8c46-47a0-9ab0-832c1aa0720d.txt?_=1538992309815 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /static/packaged/patternfly/fonts/PatternFlyIcons-webfont.ttf HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /reports/ajax/results/7bb66b0e-8c46-47a0-9ab0-832c1aa0720d.txt?_=1538992309816 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /static/packaged/patternfly/fonts/OpenSans-Regular-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /static/packaged/patternfly/fonts/OpenSans-Bold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /static/packaged/patternfly/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:51:56] "GET /static/packaged/patternfly/fonts/OpenSans-Semibold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:52:04] "GET /result/5d3f2ccb-c5c5-43c0-923e-887bff28339f/ HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:52:04] "GET /static/css/pygments.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:52:04] "GET /static/css/ara.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:52:05] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:52:05] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:52:05] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 200 -
Traceback (most recent call last):
  File "/usr/lib64/python2.7/SocketServer.py", line 593, in process_request_thread
Traceback (most recent call last):
  File "/usr/lib64/python2.7/SocketServer.py", line 593, in process_request_thread
    self.finish_request(request, client_address)
    self.finish_request(request, client_address)
  File "/usr/lib64/python2.7/SocketServer.py", line 334, in finish_request
  File "/usr/lib64/python2.7/SocketServer.py", line 334, in finish_request
    self.RequestHandlerClass(request, client_address, self)
    self.RequestHandlerClass(request, client_address, self)
  File "/usr/lib64/python2.7/SocketServer.py", line 651, in __init__
  File "/usr/lib64/python2.7/SocketServer.py", line 651, in __init__
    self.finish()
    self.finish()
  File "/usr/lib64/python2.7/SocketServer.py", line 710, in finish
  File "/usr/lib64/python2.7/SocketServer.py", line 710, in finish
    self.wfile.close()
    self.wfile.close()
  File "/usr/lib64/python2.7/socket.py", line 279, in close
  File "/usr/lib64/python2.7/socket.py", line 279, in close
    self.flush()
    self.flush()
  File "/usr/lib64/python2.7/socket.py", line 303, in flush
    self._sock.sendall(view[write_offset:write_offset+buffer_size])
  File "/usr/lib64/python2.7/socket.py", line 303, in flush
error: [Errno 32] Broken pipe
    self._sock.sendall(view[write_offset:write_offset+buffer_size])
error: [Errno 32] Broken pipe
10.1.69.80 - - [08/Oct/2018 17:52:05] "GET /static/packaged/patternfly/fonts/OpenSans-Light-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:52:27] "GET /result/775f28a7-4f30-4fda-8e64-5d0535f2a026/ HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:12] "GET / HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:12] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:12] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:12] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/js/ara.js HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/css/pygments.css HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/css/ara.css HTTP/1.1" 304 -
10.1.69.80 - - [08/Oct/2018 17:54:13] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/parameters/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1538992453095 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/plays/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1538992453097 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/parameters/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992453099 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/stats/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992453100 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/stats/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1538992453096 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/results/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1538992453098 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/plays/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992453101 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/results/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1538992453102 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/plays/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992453105 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/stats/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992453104 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/parameters/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992453107 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/results/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992453106 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:16] "GET /reports/ajax/stats/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992453108 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/plays/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992453109 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/results/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1538992453110 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/parameters/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992453111 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/stats/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992453112 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/parameters/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1538992453103 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/plays/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992453113 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/parameters/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992453115 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/results/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1538992453114 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/plays/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992453117 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/stats/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992453116 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/results/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1538992453118 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:17] "GET /reports/ajax/parameters/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992453119 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/stats/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992453120 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/plays/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992453121 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/results/0bad4526-6ed9-4942-85b2-b08ff33ba7ac.txt?_=1538992453122 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/parameters/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992453123 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/stats/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992453124 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/plays/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992453125 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/results/41817162-3b2b-4f86-9338-3865ba50776a.txt?_=1538992453126 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/parameters/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992453127 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/plays/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992453129 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/stats/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992453128 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:18] "GET /reports/ajax/parameters/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992453131 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:19] "GET /reports/ajax/results/b4109b41-4506-40e1-a85f-fb64913c7332.txt?_=1538992453130 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:19] "GET /reports/ajax/plays/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992453133 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:19] "GET /reports/ajax/stats/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992453132 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:19] "GET /reports/ajax/results/743f519c-0782-43ef-912b-534c537a13ad.txt?_=1538992453134 HTTP/1.1" 200 -
10.1.69.80 - - [08/Oct/2018 17:54:21] "GET /result/25082896-1677-4263-b9d0-ec49c153f7de/ HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:19] "GET /reports/ HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/js/ara.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:20] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/css/pygments.css HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/css/ara.css HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/packaged/patternfly/fonts/OpenSans-Regular-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/packaged/patternfly/fonts/OpenSans-Semibold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/packaged/patternfly/fonts/OpenSans-Bold-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/packaged/patternfly/fonts/PatternFlyIcons-webfont.ttf HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/packaged/patternfly/fonts/fontawesome-webfont.woff2?v=4.6.3 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:21] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/stats/31002b0c-284d-4071-ac55-ed3976e40426.txt?_=1539055640585 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/parameters/abc137c3-f532-4399-84b8-8ba6f5515506.txt?_=1539055640580 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/plays/abc137c3-f532-4399-84b8-8ba6f5515506.txt?_=1539055640582 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/parameters/31002b0c-284d-4071-ac55-ed3976e40426.txt?_=1539055640584 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/stats/abc137c3-f532-4399-84b8-8ba6f5515506.txt?_=1539055640581 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/results/abc137c3-f532-4399-84b8-8ba6f5515506.txt?_=1539055640583 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/plays/31002b0c-284d-4071-ac55-ed3976e40426.txt?_=1539055640586 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/results/31002b0c-284d-4071-ac55-ed3976e40426.txt?_=1539055640587 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/parameters/1a7e5d77-b7bc-453b-ad50-891f46186dcc.txt?_=1539055640588 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:24] "GET /reports/ajax/stats/1a7e5d77-b7bc-453b-ad50-891f46186dcc.txt?_=1539055640589 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/plays/1a7e5d77-b7bc-453b-ad50-891f46186dcc.txt?_=1539055640590 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/results/1a7e5d77-b7bc-453b-ad50-891f46186dcc.txt?_=1539055640591 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/parameters/45156a0e-aac3-49e1-8550-046345a7ec4d.txt?_=1539055640592 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/stats/45156a0e-aac3-49e1-8550-046345a7ec4d.txt?_=1539055640593 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/plays/45156a0e-aac3-49e1-8550-046345a7ec4d.txt?_=1539055640594 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/results/45156a0e-aac3-49e1-8550-046345a7ec4d.txt?_=1539055640595 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/parameters/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1539055640596 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/stats/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1539055640597 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/plays/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1539055640598 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:25] "GET /reports/ajax/results/ef8ad8ce-632e-4dca-b130-8af7cf05b7fe.txt?_=1539055640599 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/parameters/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1539055640600 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/stats/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1539055640601 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/plays/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1539055640602 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/results/471003c8-dbcc-4a24-bab3-3c3d47ce7233.txt?_=1539055640603 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/parameters/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1539055640604 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/stats/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1539055640605 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/plays/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1539055640606 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/results/4ed7f830-015e-4a18-80b9-627f3f1e6545.txt?_=1539055640607 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/parameters/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1539055640608 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:26] "GET /reports/ajax/stats/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1539055640609 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/plays/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1539055640610 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/results/d37e0816-3c3f-4321-a9f6-123c23a23c00.txt?_=1539055640611 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/parameters/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1539055640612 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/stats/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1539055640613 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/plays/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1539055640614 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/results/d0141147-b594-4326-96f4-e4438a2a5901.txt?_=1539055640615 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/parameters/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1539055640616 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/stats/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1539055640617 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/plays/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1539055640618 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:27] "GET /reports/ajax/results/0b610b7c-160e-4a22-83b2-a9450eaf8acb.txt?_=1539055640619 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:31] "GET /result/0b198d8f-171f-4b87-97e1-c52b2643d679/ HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 11:27:32] "GET /static/packaged/patternfly/fonts/OpenSans-Light-webfont.woff2 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:07] "GET /reports/ HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:07] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:07] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:07] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:07] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:07] "GET /static/css/pygments.css HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:08] "GET /static/css/ara.css HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:08] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 15:21:08] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 15:21:08] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 15:21:08] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 15:21:08] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 15:21:08] "GET /static/js/ara.js HTTP/1.1" 304 -
10.1.69.80 - - [09/Oct/2018 15:21:11] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:11] "GET /reports/ajax/parameters/b7eedf22-fc51-4f84-bf75-bf797dd10f01.txt?_=1539069668495 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:11] "GET /reports/ajax/parameters/354f9750-3860-4666-b656-e59de0bdb1f1.txt?_=1539069668499 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:11] "GET /reports/ajax/plays/b7eedf22-fc51-4f84-bf75-bf797dd10f01.txt?_=1539069668497 HTTP/1.1" 200 -
10.1.69.80 - - [09/Oct/2018 15:21:11] "GET /reports/ajax/stats/b7eedf22-fc51-4f84-bf75-bf797dd10f01.txt?_=1539069668496 HTTP/1.1" 200 -
