 * Running on http://0.0.0.0:9191/ (Press CTRL+C to quit)
10.28.28.122 - - [13/Oct/2018 01:32:26] "GET /reports/ajax/parameters/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365542402 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:26] "GET /reports/ajax/stats/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365542403 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:26] "GET /reports/ajax/plays/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365542404 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/results/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365542405 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/parameters/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539365542406 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/plays/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539365542407 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/results/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539365542408 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/parameters/d25d8000-c7fd-412c-ace4-e69d251db183.txt?_=1539365542412 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/parameters/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539365542409 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/results/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539365542411 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:27] "GET /reports/ajax/results/d25d8000-c7fd-412c-ace4-e69d251db183.txt?_=1539365542415 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:28] "GET /reports/ajax/parameters/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365542416 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:28] "GET /reports/ajax/stats/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365542417 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:28] "GET /reports/ajax/plays/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365542418 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:28] "GET /reports/ajax/results/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365542419 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:36] "GET / HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:36] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/js/ara.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:37] "GET /static/css/pygments.css HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:38] "GET /static/css/ara.css HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:40] "GET /static/images/logo-header.svg HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 01:32:40] "GET /reports/ajax/parameters/eb743b2d-b517-4686-9efd-3518d193194d.txt?_=1539365557152 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:40] "GET /reports/ajax/plays/6bb84f68-98a6-4d77-98be-31fad9421783.txt?_=1539365557150 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:40] "GET /reports/ajax/parameters/6bb84f68-98a6-4d77-98be-31fad9421783.txt?_=1539365557149 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:40] "GET /reports/ajax/results/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539365557175 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:40] "GET /reports/ajax/results/6bb84f68-98a6-4d77-98be-31fad9421783.txt?_=1539365557151 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:41] "GET /reports/ajax/parameters/d25d8000-c7fd-412c-ace4-e69d251db183.txt?_=1539365557176 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:41] "GET /reports/ajax/plays/d25d8000-c7fd-412c-ace4-e69d251db183.txt?_=1539365557178 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:41] "GET /reports/ajax/stats/d25d8000-c7fd-412c-ace4-e69d251db183.txt?_=1539365557177 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:41] "GET /reports/ajax/results/d25d8000-c7fd-412c-ace4-e69d251db183.txt?_=1539365557179 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:42] "GET /reports/ajax/plays/eb743b2d-b517-4686-9efd-3518d193194d.txt?_=1539365557153 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:42] "GET /reports/ajax/results/eb743b2d-b517-4686-9efd-3518d193194d.txt?_=1539365557154 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:42] "GET /reports/ajax/parameters/58f0fd2e-87b0-4387-a878-c3096df17152.txt?_=1539365557155 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:42] "GET /reports/ajax/plays/58f0fd2e-87b0-4387-a878-c3096df17152.txt?_=1539365557156 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:43] "GET /reports/ajax/parameters/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539365557158 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:44] "GET /reports/ajax/stats/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539365557159 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:44] "GET /reports/ajax/plays/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539365557160 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:44] "GET /reports/ajax/parameters/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539365557162 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:44] "GET /reports/ajax/results/58f0fd2e-87b0-4387-a878-c3096df17152.txt?_=1539365557157 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:44] "GET /reports/ajax/results/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539365557161 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:44] "GET /reports/ajax/stats/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539365557163 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:45] "GET /reports/ajax/plays/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539365557164 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:46] "GET /reports/ajax/results/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539365557165 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:46] "GET /reports/ajax/parameters/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365557166 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:53] "GET /reports/ajax/stats/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365557167 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:53] "GET /reports/ajax/plays/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365557168 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:54] "GET /reports/ajax/results/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539365557169 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:54] "GET /reports/ajax/parameters/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539365557170 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:54] "GET /reports/ajax/plays/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539365557171 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:54] "GET /reports/ajax/results/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539365557172 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:55] "GET /reports/ajax/parameters/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539365557173 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:55] "GET /reports/ajax/plays/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539365557174 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:56] "GET /reports/ajax/parameters/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365557180 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:56] "GET /reports/ajax/stats/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365557181 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:56] "GET /reports/ajax/plays/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365557182 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 01:32:56] "GET /reports/ajax/results/23a0e1c9-b994-413e-b478-03816e8c846b.txt?_=1539365557183 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:18] "GET / HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:19] "GET /static/packaged/datatables/js/jquery.dataTables.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:19] "GET /static/packaged/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:19] "GET /static/packaged/jquery/jquery.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:19] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:19] "GET /static/packaged/patternfly_bootstrap_treeview/js/bootstrap-treeview.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:20] "GET /static/packaged/patternfly/css/patternfly-additions.min.css HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:20] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:20] "GET /static/packaged/patternfly/js/patternfly.min.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:20] "GET /static/js/ara.js HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:20] "GET /static/css/pygments.css HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:21] "GET /static/css/ara.css HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:22] "GET /static/images/logo-header.svg HTTP/1.1" 304 -
10.28.28.122 - - [13/Oct/2018 02:27:22] "GET /reports/ajax/stats/426e48bf-ad9c-4c93-8c99-8d7890380687.txt?_=1539368839534 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:22] "GET /reports/ajax/plays/426e48bf-ad9c-4c93-8c99-8d7890380687.txt?_=1539368839535 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:22] "GET /reports/ajax/parameters/426e48bf-ad9c-4c93-8c99-8d7890380687.txt?_=1539368839533 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:22] "GET /reports/ajax/parameters/9bc27400-7811-42a3-a1d6-3e8fe7a41f5c.txt?_=1539368839537 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:22] "GET /reports/ajax/results/426e48bf-ad9c-4c93-8c99-8d7890380687.txt?_=1539368839536 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:22] "GET /reports/ajax/parameters/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539368839551 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/stats/9bc27400-7811-42a3-a1d6-3e8fe7a41f5c.txt?_=1539368839538 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/parameters/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539368839555 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/plays/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539368839557 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/results/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539368839558 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/plays/9bc27400-7811-42a3-a1d6-3e8fe7a41f5c.txt?_=1539368839539 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/parameters/6bb84f68-98a6-4d77-98be-31fad9421783.txt?_=1539368839541 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/results/9bc27400-7811-42a3-a1d6-3e8fe7a41f5c.txt?_=1539368839540 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/plays/6bb84f68-98a6-4d77-98be-31fad9421783.txt?_=1539368839543 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:23] "GET /reports/ajax/stats/6bb84f68-98a6-4d77-98be-31fad9421783.txt?_=1539368839542 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:24] "GET /reports/ajax/parameters/eb743b2d-b517-4686-9efd-3518d193194d.txt?_=1539368839545 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:24] "GET /reports/ajax/results/6bb84f68-98a6-4d77-98be-31fad9421783.txt?_=1539368839544 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:24] "GET /reports/ajax/plays/eb743b2d-b517-4686-9efd-3518d193194d.txt?_=1539368839546 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:24] "GET /reports/ajax/results/eb743b2d-b517-4686-9efd-3518d193194d.txt?_=1539368839547 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:24] "GET /reports/ajax/parameters/58f0fd2e-87b0-4387-a878-c3096df17152.txt?_=1539368839548 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:24] "GET /reports/ajax/plays/58f0fd2e-87b0-4387-a878-c3096df17152.txt?_=1539368839549 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/results/58f0fd2e-87b0-4387-a878-c3096df17152.txt?_=1539368839550 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/plays/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539368839553 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/stats/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539368839552 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/results/6b8d8bae-de83-416e-ba95-9811bb580502.txt?_=1539368839554 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/stats/88ec3e9f-0264-48b5-a248-a32a36e60163.txt?_=1539368839556 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/parameters/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539368839559 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/stats/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539368839560 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:25] "GET /reports/ajax/plays/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539368839561 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:26] "GET /reports/ajax/results/63fe96b2-c60a-4bf6-b11b-32862ab6df4d.txt?_=1539368839562 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:26] "GET /reports/ajax/parameters/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539368839563 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:26] "GET /reports/ajax/plays/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539368839564 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:26] "GET /reports/ajax/results/eb01313c-08f0-4e81-ad54-84db32af8055.txt?_=1539368839565 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:26] "GET /reports/ajax/parameters/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539368839566 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:26] "GET /reports/ajax/plays/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539368839567 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:27] "GET /reports/ajax/results/e7664b4f-da93-4399-8202-e20ce217c037.txt?_=1539368839568 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 02:27:37] "GET /result/a343ea13-a417-4349-acf5-396ae3a4e656/ HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:01] "GET / HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:01] "GET /static/packaged/patternfly_bootstrap_treeview/css/bootstrap-treeview.min.css HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:02] "GET /reports/ajax/parameters/10c6354b-7293-477f-99e4-320ab7111197.txt?_=1539401941745 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:02] "GET /reports/ajax/plays/10c6354b-7293-477f-99e4-320ab7111197.txt?_=1539401941747 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:02] "GET /reports/ajax/stats/10c6354b-7293-477f-99e4-320ab7111197.txt?_=1539401941746 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:02] "GET /reports/ajax/results/10c6354b-7293-477f-99e4-320ab7111197.txt?_=1539401941748 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:02] "GET /reports/ajax/parameters/6bd9e019-dd45-402e-ac3a-1071ef09f7be.txt?_=1539401941749 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:02] "GET /reports/ajax/parameters/abbe9e21-9831-4deb-8fe7-0eae7dadccef.txt?_=1539401941757 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:02] "GET /reports/ajax/stats/6bd9e019-dd45-402e-ac3a-1071ef09f7be.txt?_=1539401941750 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/plays/8830330c-7937-46b8-9c88-8b1e391076e8.txt?_=1539401941763 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/parameters/c1f86d27-887a-4670-b24c-671c79eaefdf.txt?_=1539401941769 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/stats/c1f86d27-887a-4670-b24c-671c79eaefdf.txt?_=1539401941770 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/plays/6bd9e019-dd45-402e-ac3a-1071ef09f7be.txt?_=1539401941751 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/results/abbe9e21-9831-4deb-8fe7-0eae7dadccef.txt?_=1539401941760 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/parameters/e98292f7-68fa-4185-9827-7b86d09f4f0c.txt?_=1539401941777 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/parameters/92d44a82-657f-497d-9f70-2f8ca4d0e61a.txt?_=1539401941781 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/plays/92d44a82-657f-497d-9f70-2f8ca4d0e61a.txt?_=1539401941783 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:03] "GET /reports/ajax/results/92d44a82-657f-497d-9f70-2f8ca4d0e61a.txt?_=1539401941784 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:04] "GET /reports/ajax/parameters/5a10f9b8-cf22-46a2-8686-56e7a93b646a.txt?_=1539401941753 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:04] "GET /reports/ajax/results/6bd9e019-dd45-402e-ac3a-1071ef09f7be.txt?_=1539401941752 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:04] "GET /reports/ajax/stats/5a10f9b8-cf22-46a2-8686-56e7a93b646a.txt?_=1539401941754 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:04] "GET /reports/ajax/plays/5a10f9b8-cf22-46a2-8686-56e7a93b646a.txt?_=1539401941755 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:04] "GET /reports/ajax/results/5a10f9b8-cf22-46a2-8686-56e7a93b646a.txt?_=1539401941756 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:04] "GET /reports/ajax/stats/abbe9e21-9831-4deb-8fe7-0eae7dadccef.txt?_=1539401941758 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/plays/abbe9e21-9831-4deb-8fe7-0eae7dadccef.txt?_=1539401941759 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/parameters/8830330c-7937-46b8-9c88-8b1e391076e8.txt?_=1539401941761 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/stats/8830330c-7937-46b8-9c88-8b1e391076e8.txt?_=1539401941762 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/results/8830330c-7937-46b8-9c88-8b1e391076e8.txt?_=1539401941764 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/parameters/bc0806db-395d-4b9f-a3ea-d00e61749431.txt?_=1539401941765 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/plays/bc0806db-395d-4b9f-a3ea-d00e61749431.txt?_=1539401941767 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/stats/bc0806db-395d-4b9f-a3ea-d00e61749431.txt?_=1539401941766 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:05] "GET /reports/ajax/results/bc0806db-395d-4b9f-a3ea-d00e61749431.txt?_=1539401941768 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/plays/c1f86d27-887a-4670-b24c-671c79eaefdf.txt?_=1539401941771 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/results/c1f86d27-887a-4670-b24c-671c79eaefdf.txt?_=1539401941772 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/parameters/db5c79de-24e6-42e0-9266-8c63b1f2175f.txt?_=1539401941773 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/stats/db5c79de-24e6-42e0-9266-8c63b1f2175f.txt?_=1539401941774 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/plays/db5c79de-24e6-42e0-9266-8c63b1f2175f.txt?_=1539401941775 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/results/db5c79de-24e6-42e0-9266-8c63b1f2175f.txt?_=1539401941776 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/plays/e98292f7-68fa-4185-9827-7b86d09f4f0c.txt?_=1539401941779 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:06] "GET /reports/ajax/stats/e98292f7-68fa-4185-9827-7b86d09f4f0c.txt?_=1539401941778 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:07] "GET /reports/ajax/stats/92d44a82-657f-497d-9f70-2f8ca4d0e61a.txt?_=1539401941782 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:07] "GET /reports/ajax/results/e98292f7-68fa-4185-9827-7b86d09f4f0c.txt?_=1539401941780 HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:39:23] "GET /result/1356e1ea-ae56-41df-9169-6c02167998b2/ HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:40:16] "GET /result/627f2a17-f401-4cc1-91d3-cdc39226c08d/ HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:40:56] "GET /result/ee53c821-437f-4546-b9e1-c1fbb13182c6/ HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:41:36] "GET /result/25a4d425-ec70-46d4-9426-ea22e9bf5361/ HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:42:35] "GET /result/1b6e9111-6150-424b-b25f-216b7a7c7e45/ HTTP/1.1" 200 -
10.28.28.122 - - [13/Oct/2018 11:43:00] "GET /result/8ab8087c-9d16-4b3c-a647-afcc13e5f8d8/ HTTP/1.1" 200 -
10.1.69.80 - - [15/Oct/2018 15:06:33] "GET /reports/ HTTP/1.1" 200 -
10.1.69.80 - - [15/Oct/2018 15:06:33] "GET /static/images/logo-header.svg HTTP/1.1" 200 -
10.1.69.80 - - [15/Oct/2018 15:06:33] "GET /static/packaged/patternfly/css/patternfly.min.css HTTP/1.1" 200 -
